episode,scene,task_description,start,end,frames,verb,object,hand,grip,grasp_loc,angle,source,relation,ref_object,ref_direction,orientation,flip,sub_position,text
2026-04-21-04-19-41-976000,pick_place_diverse,set 2 data collection day 1,1815,2088,273,pick,green coffee cup,right,handle,handle,diagonal,table,-,-,-,-,-,-,Pick up the green coffee cup from the table with the right hand at a diagonal angle by the handle.
2026-04-21-04-19-41-976000,pick_place_diverse,set 2 data collection day 1,2088,2169,81,dump,brown stuffed toy,right,-,-,-,-,corner,beige bowl,corner,none,none,none,Dump the brown stuffed animal from the green coffee cup to the bottom right of the beige bowl with the right hand.
2026-04-21-04-19-41-976000,pick_place_diverse,set 2 data collection day 1,2169,2352,183,place,green coffee cup,right,-,-,-,-,right,corn,right,backwards,up,none,Put the green coffee cup to the right of the corn with the right hand right side up with the front facing backwards.
2026-04-21-04-19-41-976000,pick_place_diverse,set 2 data collection day 1,2352,2496,144,pick,brown stuffed toy,right,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the brown stuffed animal from the table with the right hand at a diagonal angle grasping the entire object.
2026-04-21-04-19-41-976000,pick_place_diverse,set 2 data collection day 1,2496,2622,126,place,brown stuffed toy,right,-,-,-,-,behind,beige bowl,behind,bottom_left,none,none,Put the brown stuffed animal behind the beige bowl with the right hand facing bottom left from the front.
2026-04-21-04-19-41-976000,pick_place_diverse,set 2 data collection day 1,2622,2805,183,pick,white coffee cup,left,lip,left,diagonal,table,-,-,-,-,-,-,Pick up the white coffee cup from the table with the left hand using a diagonal lip grasp on the left.
2026-04-21-04-19-41-976000,pick_place_diverse,set 2 data collection day 1,2805,2907,102,place,white coffee cup,left,-,-,-,-,table,table,none,backwards,up,top,Put the white coffee cup on the top side of the table with the left hand right side up with the front facing backwards.
2026-04-21-04-19-41-976000,pick_place_diverse,set 2 data collection day 1,2907,3000,93,return,-,both,-,-,-,-,-,-,-,-,-,-,Return both arms to home.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,0,114,114,pick,croissant,left,plain,middle,diagonal,pink plate,-,-,-,-,-,-,Pick up the croissant from the pink plate with the left hand at a diagonal angle grasping the middle.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,114,231,117,place,croissant,left,-,-,-,-,left,pink plate,left,none,none,none,Put the croissant to the left of the pink plate with the left hand.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,231,360,129,pick,blue stuffed toy,left,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the blue stuffed toy from the table with the left hand at a diagonal angle grasping the entire object.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,360,435,75,place,blue stuffed toy,left,-,-,-,-,on_top,pink plate,on_top,top_right,none,none,Put the blue stuffed toy on top of the pink plate with the left hand facing top right.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,435,609,174,pick,orange screwdriver,left,side,top,diagonal,white plate,-,-,-,-,-,-,Pick up the orange screwdriver from the white plate with the left hand using a side grip at the top from a diagonal angle.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,609,753,144,place,orange screwdriver,left,-,-,-,-,left,white plate,left,top_right,none,none,Put the orange screwdriver to the left of the white plate with the left hand with its tip facing top right.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,753,924,171,pick,blue stuffed toy,left,plain,entire,diagonal,pink plate,-,-,-,-,-,-,Pick up the blue stuffed toy from the pink plate with the left hand at a diagonal angle grasping the entire object.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,924,1077,153,place,blue stuffed toy,left,-,-,-,-,right,pink plate,right,top_right,none,none,Put the blue stuffed toy to the right of the pink plate with the left hand facing top right.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,1077,1203,126,pick,croissant,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the croissant from the table with the left hand at a diagonal angle grasping the middle.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,1203,1335,132,place,croissant,left,-,-,-,-,right,blue stuffed toy,right,none,none,none,Put the croissant to the right of the blue stuffed toy with the left hand.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,1335,1584,249,pick,pink plate,left,side,left,diagonal,table,-,-,-,-,-,-,Pick up the pink plate from the table with the left hand using a side grip at the left in a diagonal pick angle.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,1584,1803,219,place,pink plate,left,-,-,-,-,right,croissant,right,none,up,none,Put the pink plate to the right of the croissant with the left hand right side up with the front as the reference point.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,1803,1995,192,pick,orange screwdriver,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the orange screwdriver from the table with the left hand at a diagonal angle grasping the middle.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,1995,2100,105,place,orange screwdriver,left,-,-,-,-,front,white plate,front,top_left,none,none,Put the orange screwdriver in front of the white plate with the left hand with its tip facing top left.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,2100,2316,216,pick,croissant,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the croissant from the table with the right hand at a diagonal angle grasping the middle.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,2316,2469,153,place,croissant,right,-,-,-,-,on_top,pink plate,on_top,none,none,none,Place the croissant on top of the pink plate with the right hand.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,2469,2640,171,pick,blue stuffed toy,left,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the blue stuffed from the table with the left hand at a diagonal angle grasping the entire object.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,2640,2742,102,place,blue stuffed toy,left,-,-,-,-,on_top,white plate,on_top,forwards,none,none,Put the blue stuffed toy on top of the white plate with the left hand facing forwards.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,2742,2877,135,pick,orange screwdriver,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the orange screwdriver from the table with the left hand at a diagonal angle grasping the middle.
2026-04-21-04-23-29-156000,pick_place_diverse,set 2 data collection day 1,2877,3000,123,place,orange screwdriver,left,-,-,-,-,left,white plate,left,forwards,none,none,Put the orange screwdriver to the left of the white plate with the left hand facing forwards by the tip.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,0,141,141,pick,orange screwdriver,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the orange screwdriver from the table with the left hand at a diagonal angle grasping the middle.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,141,240,99,place,orange screwdriver,left,-,-,-,-,front,white plate,front,top_left,none,none,Put the orange screwdriver in front of the white plate with the left hand with its tip facing top left.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,240,477,237,pick,white plate,left,lip,left,diagonal,table,-,-,-,-,-,-,Pick up the white plate from the table with the left hand using a diagonal lip grasp at the left.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,477,627,150,place,white plate,left,-,-,-,-,left,pink plate,left,none,up,none,Place the white plate to the left of the pink plate with the left hand right side up with the front as the reference point.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,627,879,252,pick,croissant,right,plain,middle,diagonal,pink plate,-,-,-,-,-,-,Pick up the croissant from the pink plate with the right hand at a diagonal angle grasping the middle.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,879,999,120,place,croissant,right,-,-,-,-,right,pink plate,right,none,none,none,Put the croissant to the right of the pink plate with the right hand.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,998,1167,169,pick,blue stuffed toy,right,plain,middle,diagonal,white plate,-,-,-,-,-,-,Pick up the blue stuffed animal from the white plate with the right hand at a diagonal angle grasping the middle.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,1167,1278,111,place,blue stuffed toy,right,-,-,-,-,on_top,pink plate,on_top,forwards,none,none,Put the blue stuffed animal on top of the pink plate with the right hand facing forwards.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,1425,1593,168,pick,orange screwdriver,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the orange screwdriver from the table with the left hand at a diagonal angle grasping the middle.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,1593,1779,186,place,orange screwdriver,left,-,-,-,-,on_top,white plate,on_top,top_right,none,none,Place the orange screwdriver on top of the white plate with the left hand with its tip facing top right.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,1779,2046,267,pick,croissant,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the croissant from the table with the right hand at a diagonal angle grasping the middle.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,2046,2184,138,place,croissant,right,-,-,-,-,behind,pink plate,behind,none,none,none,Put the croissant behind the pink plate with the right hand.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,2184,2427,243,pick,orange screwdriver,left,plain,middle,diagonal,white plate,-,-,-,-,-,-,Pick up the orange screwdriver from the white plate with the left hand at a diagonal angle grasping the middle.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,2427,2541,114,place,orange screwdriver,left,-,-,-,-,behind,white plate,behind,forwards,none,none,Put the orange screwdriver behind the white plate with the left hand facing forwards with the tip as the reference point.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,2541,2637,96,return,-,left,-,-,-,-,-,-,-,-,-,-,Return to home with the left hand.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,2637,2757,120,pick,blue stuffed toy,right,plain,middle,diagonal,pink plate,-,-,-,-,-,-,Pick up the blue stuffed animal from the pink plate with the right hand at a diagonal angle grasping the middle.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,2757,2841,84,place,blue stuffed toy,right,-,-,-,-,on_top,white plate,on_top,top_left,none,none,Put the blue stuffed animal on top of the white plate with the right hand facing top left.
2026-04-21-04-26-06-285000,pick_place_diverse,set 2 data collection day 1,2841,3000,159,pick,blue stuffed toy,right,plain,middle,diagonal,white plate,-,-,-,-,-,-,Pick up the blue stuffed animal from the white plate with the right hand at a diagonal angle grasping the middle.
2026-04-21-04-28-28-519000,pick_place_diverse,set 2 data collection day 1,0,120,120,pick,blue stuffed toy,right,plain,middle,diagonal,pink plate,-,-,-,-,-,-,Pick up the blue stuffed animal from the top of the pink plate with the right hand at a diagonal angle grasping the middle.
2026-04-21-04-28-28-519000,pick_place_diverse,set 2 data collection day 1,120,210,90,place,blue stuffed toy,right,-,-,-,-,on_top,white plate,on_top,top_left,none,none,Put the blue stuffed animal on top of the white plate with the right hand facing top left.
2026-04-21-04-28-28-519000,pick_place_diverse,set 2 data collection day 1,210,375,165,pick,screwdriver,left,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the screwdriver from the table with the left hand using a side grip at the bottom from a diagonal angle.
2026-04-21-04-28-28-519000,pick_place_diverse,set 2 data collection day 1,375,459,84,place,screwdriver,left,-,-,-,-,left,white plate,left,top_right,none,none,Put the screwdriver to the left of the white plate with the left hand facing top right with the tip as the reference point.
